College Name,Genders Accepted,Total811Student811Enrollments,Total Faculty,Established Year,University,City,State,College Type,Average Fees
Doaba Polytechnic College,Co-Ed,374,45,2009,,Nawanshahr,Punjab,Private,87450
Shri Devi Women Polytechnic,Female,99,24,2007,,Hanumangarh,Rajasthan,Private,84000
Shri USB Polytechnic College,Co-Ed,87,69,2009,,Abu Road,Rajasthan,Private,84000
Siddharth Institute of Technology,Co-Ed,1117,90,2006,,Jaipur,Rajasthan,Private,131800
Vethamonikam Memorial CSI Polytechnic College,Co-Ed,500,37,2014,,Marthandam,Tamil Nadu,Private,54000
Annamalai Polytechnic College,Co-Ed,839,25,1956,,Kanadukathan,Tamil Nadu,Private,8100
Vivekananda Polytechnic College,Co-Ed,608,46,1965,,Agasteeswaram,Tamil Nadu,Private,65100
SMS Polytechnic College,Co-Ed,373,36,2010,,Vembakottai,Tamil Nadu,Private,27000
Padmabhushan Sri N Ramaswami Ayyar Memorial Polytechnic College for Girls,Female,272,20,1981,,Tiruchirappalli,Tamil Nadu,Private,18000
Shiva Polytechnic Institute and Management College,Co-Ed,811,58,2008,,Bilaspur,Uttar Pradesh,Private,84000
Suresh Deep Polytechnic,Co-Ed,482,36,,,Ghaziabad,Uttar Pradesh,Private,84000
Devo Mahesh College of Engineering and Technology,Co-Ed,811,36,2014,,Robertsganj,Uttar Pradesh,Private,84000
Unnati Management College and Technology,Co-Ed,540,45,2009,,Mathura,Uttar Pradesh,Private,105000
Unnati Management College,Co-Ed,452,49,2009,"Dr APJ Abdul Kalam Technical University, Lucknow",Mathura,Uttar Pradesh,Private,155000
Ch Charan Singh Group of Colleges,Co-Ed,811,30,2015,,Gautam Budh Nagar,Uttar Pradesh,Private,84000
Shanti Niketan Group of Institutions,Co-Ed,811,93,2009,"Dr APJ Abdul Kalam Technical University, Lucknow",Mohiuddinpur,Uttar Pradesh,Private,164333.3333
Radha Govind Institute of Technology and Management,,811,35,2003,,Nanpur,Uttar Pradesh,Private,60000
BS Negi Mahila Pravidhik Prashikshan Sansthan,Female,304,32,1987,,Dehradun,Uttarakhand,Private,81200
Swami Vivekanand Polytechnic College,Co-Ed,397,46,2010,,Banur,Punjab,Private,93000
Forte Institute of Technology,Co-Ed,239,33,1999,"Dr APJ Abdul Kalam Technical University, Lucknow",Meerut,Uttar Pradesh,Private,155333.3333
FIT Engineering College,Co-Ed,51,46,2009,"Dr APJ Abdul Kalam Technical University, Lucknow",Meerut,Uttar Pradesh,Private,90000
TR Abhilashi Memorial Polytechnic,Co-Ed,811,69,2014,,Mandav Nagar,Himachal Pradesh,Private,105000
RP Educational Trust Group of Institutions,Co-Ed,236,87,2009,"Kurukshetra University, Kurukshetra",Gharaunda,Haryana,Private,163800
Abu Road Polytechnic College,Co-Ed,79,2,2010,,Abu Road,Rajasthan,Private,81000
Accurate Institute of Polytechnic,Co-Ed,198,36,2006,,Greater Noida,Uttar Pradesh,Private,84000
Akole Taluka Education Societys Faculty of Polytechnic,Co-Ed,412,18,2014,,Akole,Maharashtra,Private,120000
Anuradha Polytechnic,Co-Ed,260,24,2010,,Chikhli,Maharashtra,Private,103000
Apurva Polytechnic,Co-Ed,141,37,2009,,Selu,Maharashtra,Private,81000
Aravindar Polytechnic College,Co-Ed,395,52,2006,,Ambathurai,Tamil Nadu,Private,63000
Aryan Polytechnic College,Co-Ed,256,16,,,Ajmer,Rajasthan,Private,84000
Ashoka Polytechnic,Co-Ed,216,59,2011,,Bengaluru,Karnataka,Private,65400
Ayya Nadar Janaki Ammal Polytechnic College,Co-Ed,497,25,1982,,Sivakasi,Tamil Nadu,Private,30900
BA Ramaiah Polytechnic,Co-Ed,811,52,2012,,Rajahmundry,Andhra Pradesh,Private,46500
JV Mandals Polytechnic College,Co-Ed,172,28,2008,,Terdal,Karnataka,Private,38490
Balaghat Polytechnic,Co-Ed,811,1,2010,,Ahmedpur,Maharashtra,Private,147000
Bansur Polytechnic College,Co-Ed,232,14,,,Bansur,Rajasthan,Private,84000
Basavakalyan Polytechnic College,Co-Ed,811,29,,,Basavakalyan,Karnataka,Private,32250
Bharath Niketan Polytechnic College,Co-Ed,518,38,2010,,Theni,Tamil Nadu,Private,75000
Shinde Polytechnic College,Co-Ed,473,50,2007,,Buldana,Maharashtra,Private,198000
BWDA Polytechnic College,Co-Ed,428,45,2009,,Villupuram,Tamil Nadu,Private,54600
Chander Singh Garhwali Subharti Polytechnic College,Co-Ed,811,36,2012,,Dehradun,Uttarakhand,Private,111000
CMS Polytechnic College,Co-Ed,550,52,2010,,Ernapuram,Tamil Nadu,Private,90000
Dev Bhumy Polytechnic,Co-Ed,100,51,2009,,Chandpur,Himachal Pradesh,Private,45000
Dhivya Polytechnic College,Co-Ed,356,80,2008,,Chetpet,Tamil Nadu,Private,65100
DIPS Polytechnic College,Co-Ed,455,65,2011,,Hoshiarpur,Punjab,Private,87450
Dr IT College of Polytechnic,Co-Ed,191,38,2010,,Banur,Punjab,Private,70500
Dusi Polytechnic College,Co-Ed,1042,74,2006,,Dusi,Tamil Nadu,Private,65100
Elumalaiyan Polytechnic College,Co-Ed,1156,63,2007,,Kollumangudi,Tamil Nadu,Private,65080
GH Raisoni Polytechnic,Co-Ed,316,1,2009,,Jalgaon,Maharashtra,Private,144000
GP Polytechnic College,Co-Ed,267,49,2009,,Tirupattur,Tamil Nadu,Private,45750
Gandhi Academy of Technical Education Polytechnic,Co-Ed,164,157,2009,,Chilkur,Telangana,Private,44700
GMS MAVMM Polytechnic College,Co-Ed,983,57,1985,,Naickanpatti,Tamil Nadu,Private,54600
Sir Dr MS Gosavi Polytechnic Institute,Co-Ed,166,22,2016,,Nashik,Maharashtra,Private,197000
Gourishiv Polytechnic,Co-Ed,811,44,2010,,Khatav,Maharashtra,Private,115000
Hi-Tech Polytechnic,Co-Ed,239,35,2005,,Aurangabad,Maharashtra,Private,132000
Indira Gandhi Polytechnic,Co-Ed,409,18,1982,,Rayagavhan,Maharashtra,Private,91200
Sahayog Sevabhavi Sansthas Indira Institute of Technology Polytechnic,Co-Ed,433,50,2009,,Vishnupuri,Maharashtra,Private,125000
International Polytechnic,Co-Ed,811,9,2008,,Jankia,Odisha,Private,79000
Janta Polytechnic,Co-Ed,333,29,2011,,Mustafabad,Haryana,Private,82200
Jasdev Singh Sandhu Polytechnic College,Co-Ed,59,44,2009,,Kauli,Punjab,Private,84050
Jayam Polytechnic College,Co-Ed,400,54,2008,,Dharmapuri,Tamil Nadu,Private,36000
Jind Polytechnic College,Co-Ed,811,10,1998,,Jind,Haryana,Private,92420
KC Polytechnic,Co-Ed,229,36,2009,,Panjawar,Himachal Pradesh,Private,102000
KS Polytechnic,Co-Ed,601,42,1992,,Bengaluru,Karnataka,Private,34500
Kai Sau Sunitatai Eknathrao Dhakane Polytechnic College,Co-Ed,376,36,2010,,Shevgaon,Maharashtra,Private,159000
Kottai Mariyamman Polytechnic College,Co-Ed,704,55,2008,,Minnampalli,Tamil Nadu,Private,90000
Ludhiana Group of Colleges Polytechnic,Co-Ed,307,39,2011,,Chaukiman,Punjab,Private,88850
MLM Polytechnic College,Co-Ed,811,61,2008,,Ajitwal,Punjab,Private,70000
Mahatma Gandhi Polytechnic College,Co-Ed,811,25,2009,,Yadgir,Karnataka,Private,6000
MS Polytechnic,Co-Ed,30,15,1986,,Bengaluru,Karnataka,Private,38490
MASS Polytechnic College,Co-Ed,865,83,2007,,Kumbakonam,Tamil Nadu,Private,79285.71429
Mata Mahakali Polytechnic,Co-Ed,601,46,2009,,Warora,Maharashtra,Private,174000
Mauli Institute of Technology Polytechnic,Co-Ed,196,37,2013,,Amalner,Maharashtra,Private,115000
MET Institute of Technology Polytechnic,Co-Ed,1210,81,2006,,Nashik,Maharashtra,Private,181000
MIT Polytechnic College,Co-Ed,687,50,2009,,Mettur,Tamil Nadu,Private,59700
Dadasaheb Mokashi Polytechnic,Co-Ed,50,14,2009,,Satara,Maharashtra,Private,99000
Nadgir Polytechnic,Co-Ed,265,84,1986,,Bengaluru,Karnataka,Private,41058
Nancy Polytechnic,Co-Ed,676,55,2010,,Samana,Punjab,Private,66000
Merchant Institute of Diploma Studies,Co-Ed,894,26,2009,"Gujarat Technological University, Ahmedabad",Piludara,Gujarat,Private,123000
Odisha Polytechnic,Co-Ed,864,8,2015,,Kuruda,Odisha,Private,79800
Orphanage Polytechnic College,Co-Ed,633,29,2015,,Edavanna,Kerala,Private,67500
PA Polytechnic,Co-Ed,1042,62,2006,,Kairangala,Karnataka,Private,24900
Paramveer Polytechnic College,Co-Ed,813,77,2009,,Pauparapatti,Tamil Nadu,Private,90000
PET Polytechnic College,Co-Ed,943,53,2008,,Vallioor,Tamil Nadu,Private,48000
Prabhakar Patil Education Society's Polytechnic,Co-Ed,230,1,2009,,Raigad,Maharashtra,Private,49050
RM Polytechnic,Co-Ed,73,45,2009,,Sirnoor,Karnataka,Private,32250
RN College of Polytechnic,Co-Ed,811,30,,,Madlauda,Haryana,Private,105000
Raja Kishore Chandra Academy of Technology,Co-Ed,1254,51,2010,,Nilagiri,Odisha,Private,79800
Regional Polytechnic College,Co-Ed,811,65,2008,,Behman Diwana,Punjab,Private,81670
SRI Polytechnic College,Co-Ed,541,44,1998,,Birudur,Tamil Nadu,Private,90000
SSK Polytechnic College,Co-Ed,437,54,2009,,Poolangulathupatti,Tamil Nadu,Private,90000
Sri Sai Polytechnic College,Co-Ed,811,60,1996,,Badhani,Punjab,Private,52937.5
Samrat Ashok Polytechnic,Co-Ed,811,23,2010,,Chalisgaon,Maharashtra,Private,75000
Samuel Polytechnic College,Co-Ed,395,33,1998,,Mudivaithanendal,Tamil Nadu,Private,90000
Shanthiniketan Polytechnic College,Co-Ed,714,42,2008,,Ramanagara,Karnataka,Private,38610
Shanti Polytechnic,Co-Ed,398,51,2009,,Kurali,Uttar Pradesh,Private,84000
Shekhawati Polytechnic College,Co-Ed,1313,136,2010,,Sikar,Rajasthan,Private,91500
Shree Kapildhara Polytechnic,Co-Ed,811,29,2012,,Waki,Maharashtra,Private,95400
Shri Bhairavnath Nisarg Mandals Diploma in Engineering and Technology Polytechnic Institute,Co-Ed,285,23,2008,,Aurangabad,Maharashtra,Private,142000
Shri Girraj Maharaj Polytechnic College,Co-Ed,1028,85,2011,,Dhangaon,Uttar Pradesh,Private,84000
Shri Rawatpura Sarkar Polytechnic,Co-Ed,811,41,2013,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",Dhaneli,Chhattisgarh,Private,91500
Shri Sitheswarar Polytechnic College,Co-Ed,774,72,1999,,Poongodu,Tamil Nadu,Private,90000
Siddharth Polytechnic,Co-Ed,183,37,2009,,Jath,Maharashtra,Private,111000
Smt Geeta D Tatkare Polytechnic,Co-Ed,613,32,2012,,Roha,Maharashtra,Private,111000
Sree Vaikundar Polytechnic,Co-Ed,287,39,2010,,Moniketti Pottal,Tamil Nadu,Private,64500
SRG Polytechnic College,Co-Ed,584,45,2007,,Athanur,Tamil Nadu,Private,65100
SJES Polytechnic,Co-Ed,264,42,1979,,Bengaluru,Karnataka,Private,40220
Sri Polytechnic,Co-Ed,878,42,2008,,Nayagarh,Odisha,Private,79500
Sri Ramakrishna Mission Vidyalaya Polytechnic College,Male,755,43,1956,,Coimbatore,Tamil Nadu,Private,18230
Sri Venkatachalapathy Polytechnic College,Co-Ed,1230,65,1998,,Kappiampuliyur,Tamil Nadu,Private,51000
Sri Vidhyanikethan Polytechnic,Co-Ed,811,31,2008,,Hassan,Karnataka,Private,2304000
Shree Vinayaka Polytechnic,Co-Ed,811,48,2009,,Kolar Gold Fields,Karnataka,Private,1222285.714
Sudharshana Polytechnic College,Co-Ed,1065,63,2007,,Kaalipatti,Tamil Nadu,Private,90000
Suraj Muchhala Polytechnic,Co-Ed,811,1,2013,"Gujarat Technological University, Ahmedabad",Chordi,Gujarat,Private,117000
SVA College of Polytechnic,Co-Ed,26,47,2010,,Namakkal,Tamil Nadu,Private,45000
Swami Parmanand Polytechnic,Co-Ed,1177,68,2007,,Lalru,Punjab,Private,87450
Thaai Polytechnic College,Co-Ed,525,54,2010,,Madurai,Tamil Nadu,Private,90000
Sir M Visvesvaraya Polytechnic,Co-Ed,988,69,2008,,Hosapete,Karnataka,Private,32460
USP Polytechnic College,Co-Ed,281,6,2009,,Kodikurichi,Tamil Nadu,Private,81000
Udhayam Polytechnic College,Co-Ed,370,32,2007,,Rameswaram,Tamil Nadu,Private,73500
VJP Polytechnic College,Co-Ed,231,52,2009,,Siruganur,Tamil Nadu,Private,75000
Valia Polytechnic College,Co-Ed,526,12,2011,"Gujarat Technological University, Ahmedabad",Valia,Gujarat,Private,102000
Vedica College of Pharmacy Polytechnic,Co-Ed,811,9,2005,"RKDF University, Bhopal",Bhopal,Madhya Pradesh,Private,90000
Vedvyas Polytechnic,Co-Ed,187,50,1999,"Gujarat Technological University, Ahmedabad",Himmatnagar,Gujarat,Private,123000
Veludaiyar Polytechnic College,Co-Ed,414,22,2013,,Thiruvarur,Tamil Nadu,Private,65100
Vijayalakshmi Polytechnic,Co-Ed,811,75,,,Kolar Gold Fields,Karnataka,Private,32000
Vishveshwarya Institute of Polytechnic,Co-Ed,153,12,2002,,Dadri,Uttar Pradesh,Private,149000
Yaduvanshi Polytechnic,Co-Ed,811,30,2010,,Sohali,Rajasthan,Private,84000
Yalamarty College of Polytechnic,Co-Ed,811,36,2012,,Visakhapatnam,Andhra Pradesh,Private,51000
YSPS Polytechnic,Co-Ed,66,1,2010,,Babhalgaon,Maharashtra,Private,126000
Late Babasaheb Phadtare Polytechnic College,Co-Ed,393,22,2010,,Walchandnagar,Maharashtra,Private,138000
Bellamkonda Polytechnic College,Co-Ed,89,11,2008,,Podili,Andhra Pradesh,Private,46500
Institute of Technology,Co-Ed,901,52,2014,"Ganpat University, Mehsana",Heduva Hanumat,Gujarat,Private,263000
Grow More School of Architecture,Co-Ed,19,11,2011,"Hemchandracharya North Gujarat University, Patan",Himmatnagar,Gujarat,Private,365000
Akal College of Agriculture,Co-Ed,811,25,2014,"Eternal University, Sirmour",Baru Sahib,Himachal Pradesh,Private,143888.8889
Sai School of Engineering and Technology,Co-Ed,811,66,,"Sri Sai University, Palampur",Palampur,Himachal Pradesh,Private,291428.5714
Bharat Group of Colleges,Co-Ed,811,61,2009,"Maharaja Ranjit Singh Punjab Technical University, Bathinda",Mansa,Punjab,Private,286600
Phonics School of Diploma Programmes,Co-Ed,811,69,,,Imli Khera,Uttarakhand,Private,105000
JLU School of Engineering and Technology,Co-Ed,811,18,,"Jagran Lakecity University, Bhopal",Ratibad,Madhya Pradesh,Private,279000
Chitkara Polytechnic,Co-Ed,811,69,2002,"Chitkara University, Patiala",Jhansala,Punjab,Private,190000
Barapada School of Engineering and Technology,Co-Ed,754,35,1982,,Barapada,Odisha,Private,78900
GIET Polytechnic,Co-Ed,485,48,2008,,Khordha,Odisha,Private,63600
Mahabir Polytechnic College,Co-Ed,811,69,2004,,Ambala,Haryana,Private,90000
MATS School of Engineering and Information Technology,Co-Ed,811,83,,"MATS University, Raipur",Arang,Chhattisgarh,Private,184750
Mewar School of Engineering and Technology,Co-Ed,811,19,2009,"Mewar University, Chittorgarh",Gangarar,Rajasthan,Private,492000
Atmiya Institute of Technology and Science for Diploma Studies,Co-Ed,1053,64,2005,"Gujarat Technological University, Ahmedabad",Rajkot,Gujarat,Private,126000
Ansal School of Architecture,Co-Ed,811,18,2012,"Dr APJ Abdul Kalam Technical University, Lucknow",Lucknow,Uttar Pradesh,Private,485000
Guru Tegh Bahadur Polytechnic Institute,Co-Ed,811,16,1994,,New Delhi,Delhi,Private,91000
Rajasthan Institute of Engineering and Technology,Co-Ed,683,96,2009,"Rajasthan Technical University, Kota",Semalpura,Rajasthan,Private,206500
Gyan Vihar School of Applied and Bio Sciences,Co-Ed,811,10,2008,"Suresh Gyan Vihar University, Jaipur",Jaipur,Rajasthan,Private,156000
IBT College of Diploma Engineering,Co-Ed,117,39,2008,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",Janjgiri,Chhattisgarh,Private,39600
Swami Vivekananda School of Diploma,Co-Ed,811,59,2012,,Durgapur,West Bengal,Private,152000
BES Institute of Technology,Co-Ed,811,31,2003,,Bengaluru,Karnataka,Private,38490
Radical Polytechnic College,Co-Ed,811,69,2013,,Amritsar,Punjab,Private,75100
Trimurti Institute of Technology Polytechnic,Co-Ed,22,55,2009,,Paldhi,Maharashtra,Private,157000
RV Parankar College of Engineering and Technology,Co-Ed,38,10,2015,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",Arvi,Maharashtra,Private,272000
Centre for Design Excellence,Co-Ed,811,20,,"Vivekananda Global University, Jaipur",Jaipur,Rajasthan,Private,897500
National Institute of Technology Rourkela ,Co-Ed,4811,329,2007,,Rourkela,Odisha,Public/Government ,350600
Visvesvaraya National Institute of Technology Nagpur ,Co-Ed,1071,192,2007,,Nagpur,Maharashtra,Public/Government ,273596.6667
Netaji Subhas University of Technology,Co-Ed,3759,101,2018,,New Delhi,Delhi,Public/Government ,352320
Institute of Chemical Technology,Co-Ed,1753,116,2008,,Mumbai,Maharashtra,Public/Government ,189512.8205
Banaras Hindu University,Co-Ed,27946,1637,1916,,Varanasi,Uttar Pradesh,Public/Government ,82548.89764
Indian Institute of Technology Hyderabad ,Co-Ed,811,190,2008,,Hyderabad,Telangana,Public/Government ,288884.5946
Indraprastha Institute of Information Technology,Co-Ed,1711,52,2008,,New Delhi,Delhi,Public/Government ,915384.6154
International Institute of Information Technology Bangalore ,Co-Ed,840,62,2005,,Bengaluru,Karnataka,Public/Government ,529833.3333
Sardar Vallabhbhai National Institute of Technology Surat ,Co-Ed,4785,170,1961,,Surat,Gujarat,Public/Government ,224208.3333
National Institute of Technology Durgapur ,Co-Ed,3580,178,1960,,Durgapur,West Bengal,Public/Government ,296571.7949
Indian Institute of Space Science and Technology,Co-Ed,900,101,2007,,Thiruvananthapuram,Kerala,Public/Government ,99611.11111
Indian Institute of Technology Banaras Hindu University Varanasi ,Co-Ed,5902,338,1919,,Varanasi,Uttar Pradesh,Public/Government ,445083.0189
National Institute of Technology Delhi ,Co-Ed,711,45,2010,,New Delhi,Delhi,Public/Government ,321666.6667
Veermata Jijabai Technological Institute,Co-Ed,3575,134,1887,"University of Mumbai, Mumbai",Mumbai,Maharashtra,Public/Government ,177209.4118
National Institute of Technology Kurukshetra ,Co-Ed,4660,179,2008,,Kurukshetra,Haryana,Public/Government ,274000
College of Engineering,Co-Ed,8301,271,1974,"Anna University, Chennai",Chennai,Tamil Nadu,Public/Government ,100167.9412
Malaviya National Institute of Technology Jaipur ,Co-Ed,4519,194,2007,,Jaipur,Rajasthan,Public/Government ,357081.0811
Maulana Azad National Institute of Technology Bhopal ,Co-Ed,5137,179,1960,,Bhopal,Madhya Pradesh,Public/Government ,264609.7561
Indian Institute of Information Technology Allahabad ,Co-Ed,1669,63,1999,,Allahabad,Uttar Pradesh,Public/Government ,313000
Indian Institute of Technology Guwahati ,Co-Ed,5951,393,1994,,Guwahati,Assam,Public/Government ,254171.9512
JNTUH College of Engineering,Co-Ed,1917,107,1965,"Jawaharlal Nehru Technological University, Hyderabad",Hyderabad,Telangana,Public/Government ,61641.02564
Maharaja Sayajirao University of Baroda,Co-Ed,42886,523,1949,,Vadodara,Gujarat,Public/Government ,73627.87645
Indian Institute of Technology Indian School of Mines Dhanbad ,Co-Ed,7545,293,1926,,Dhanbad,Jharkhand,Public/Government ,265595.7447
Punjab Engineering College,Co-Ed,3137,111,1921,,Chandigarh,Chandigarh,Public/Government ,322409.0909
Harcourt Butler Technical University,Co-Ed,811,79,1921,,Kanpur,Uttar Pradesh,Public/Government ,455480
Indian Institute of Technology Indore ,Co-Ed,1838,116,2009,,Simrol,Madhya Pradesh,Public/Government ,326473.6842
Andhra University College of Engineering,Co-Ed,811,137,1955,"Andhra University, Visakhapatnam",Visakhapatnam,Andhra Pradesh,Public/Government ,64333.33333
Indian Institute of Technology Gandhinagar ,Co-Ed,1588,96,2008,,Gandhinagar,Gujarat,Public/Government ,432550
Savitribai Phule Pune University,Co-Ed,8185,686,1949,,Pune,Maharashtra,Public/Government ,268075.6818
Indian Institute of Technology Ropar ,Co-Ed,1468,115,2008,,Rupnagar,Punjab,Public/Government ,358525.4545
Panjab University,Co-Ed,30278,779,1947,,Chandigarh,Chandigarh,Public/Government ,92901.41844
National Institute of Technology Silchar ,Co-Ed,3379,209,1967,,Silchar,Assam,Public/Government ,252717.6
Jawaharlal Nehru University,Co-Ed,7161,600,1969,,New Delhi,Delhi,Public/Government ,17570
Atal Bihari Vajpayee Indian Institute of Information Technology and Management Gwalior ,Co-Ed,956,38,1997,,Gwalior,Madhya Pradesh,Public/Government ,379000
JC Bose University of Science and Technology,Co-Ed,3174,173,1969,,Faridabad,Haryana,Public/Government ,248510.4396
National Institute of Technology Raipur ,Co-Ed,3785,242,1956,,Raipur,Chhattisgarh,Public/Government ,377000
Institute of Engineering and Technology,Co-Ed,2545,63,1984,"Dr APJ Abdul Kalam Technical University, Lucknow",Lucknow,Uttar Pradesh,Public/Government ,265307.6923
Madras Institute of Technology,Co-Ed,4016,125,1949,"Anna University, Chennai",Chennai,Tamil Nadu,Public/Government ,141333.3333
University of Hyderabad,Co-Ed,4312,402,1974,,Hyderabad,Telangana,Public/Government ,53266.0177
Dr B R Ambedkar National Institute of Technology Jalandhar ,Co-Ed,3340,208,2002,,Jalandhar,Punjab,Public/Government ,309872.7273
National Institute of Industrial Engineering,Co-Ed,811,46,1963,,Mumbai,Maharashtra,Public/Government ,1167000
Indian Institute of Technology Bhubaneswar ,Co-Ed,1750,129,2008,,Bhubaneshwar,Odisha,Public/Government ,518128.2353
Indian Institute of Technology Patna ,Co-Ed,1538,113,2008,,Patna,Bihar,Public/Government ,322481.6667
University of Calcutta,Co-Ed,16463,573,1857,,Kolkata,West Bengal,Public/Government ,23747.99087
National Institute of Technology Jamshedpur ,Co-Ed,2762,154,2002,,Jamshedpur,Jharkhand,Public/Government ,366037.037
University College of Engineering,Co-Ed,811,101,1929,"Osmania University, Hyderabad",Hyderabad,Telangana,Public/Government ,93203.58974
National Institute of Technology Hamirpur ,Co-Ed,3476,132,1986,,Hamirpur,Himachal Pradesh,Public/Government ,290307.8125
Government College of Engineering,Co-Ed,1970,81,1960,"Dr Babasaheb Ambedkar Marathwada University, Aurangabad",Aurangabad,Maharashtra,Public/Government ,199963.0435
Maulana Abul Kalam Azad University of Technology,Co-Ed,409,20,2000,,Kolkata,West Bengal,Public/Government ,338536.7925
National Institute of Technology Patna ,Co-Ed,2762,110,2004,,Patna,Bihar,Public/Government ,333551.7241
